epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1121.81,0.51783,0.40525,0.92912,0.69855,0.5526,0.63044,0.48263,0.98061,1.19172,1.1567,0.000120393,0.000120393,0.000120393
187,1127.65,0.508,0.39388,0.91822,0.58548,0.63982,0.62378,0.47894,0.98072,1.15127,1.14744,0.00011332,0.00011332,0.00011332
188,1133.59,0.51134,0.40324,0.92149,0.64422,0.59689,0.63493,0.48166,0.98889,1.1607,1.14954,0.000106246,0.000106246,0.000106246
189,1139.57,0.52816,0.42106,0.93395,0.64581,0.58239,0.63747,0.48226,0.99811,1.15846,1.16053,9.91726e-05,9.91726e-05,9.91726e-05
190,1145.56,0.4997,0.38597,0.92287,0.59367,0.65169,0.64071,0.48474,0.98893,1.15041,1.15672,9.20991e-05,9.20991e-05,9.20991e-05
191,1187.84,0.4399,0.33221,0.85613,0.61575,0.6388,0.63966,0.48194,0.99804,1.1479,1.16114,8.50255e-05,8.50255e-05,8.50255e-05
192,1193.48,0.41637,0.30417,0.85397,0.77139,0.53233,0.62626,0.47687,1.03317,1.18604,1.18624,7.7952e-05,7.7952e-05,7.7952e-05
193,1199.05,0.40219,0.28607,0.85554,0.77947,0.53673,0.62433,0.47033,1.02477,1.18513,1.17869,7.08784e-05,7.08784e-05,7.08784e-05
194,1204.61,0.42537,0.29681,0.85409,0.77032,0.53691,0.62259,0.46868,1.01564,1.18135,1.17422,6.38049e-05,6.38049e-05,6.38049e-05
195,1210.35,0.41755,0.30178,0.85415,0.77892,0.52941,0.62416,0.46883,1.02317,1.18386,1.17818,5.67313e-05,5.67313e-05,5.67313e-05
196,1216.13,0.39714,0.29389,0.86928,0.77801,0.52983,0.62772,0.47168,1.00687,1.18382,1.16853,4.96578e-05,4.96578e-05,4.96578e-05
197,1221.92,0.38501,0.27728,0.84529,0.78219,0.52755,0.62805,0.4726,1.00457,1.17053,1.16825,4.25842e-05,4.25842e-05,4.25842e-05
198,1227.72,0.38952,0.28506,0.84751,0.80154,0.52738,0.62867,0.47347,0.99971,1.15787,1.16101,3.55107e-05,3.55107e-05,3.55107e-05
199,1233.5,0.40023,0.28699,0.8521,0.79681,0.53233,0.63069,0.47265,1.0014,1.1569,1.1643,2.84371e-05,2.84371e-05,2.84371e-05
200,1239.39,0.40426,0.28831,0.84958,0.80367,0.53525,0.62897,0.47023,1.00127,1.16141,1.1666,2.13636e-05,2.13636e-05,2.13636e-05
