epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1408.51,0.55124,0.55058,0.97098,0.52236,0.26473,0.31345,0.21606,1.45224,3.64144,1.43816,0.000120393,0.000120393,0.000120393
187,1414.56,0.54635,0.50973,0.95453,0.48382,0.2806,0.32164,0.22494,1.45832,3.68259,1.43609,0.00011332,0.00011332,0.00011332
188,1420.6,0.50602,0.49976,0.92714,0.49166,0.28829,0.32659,0.22288,1.47926,3.68501,1.45255,0.000106246,0.000106246,0.000106246
189,1426.71,0.56389,0.52587,0.96939,0.53595,0.27038,0.32243,0.22134,1.47576,3.74389,1.46921,9.91726e-05,9.91726e-05,9.91726e-05
190,1432.91,0.47462,0.44675,0.92698,0.52774,0.27038,0.32114,0.2267,1.45536,3.76243,1.44852,9.20991e-05,9.20991e-05,9.20991e-05
191,1473.25,0.43833,0.41562,0.91171,0.45113,0.25451,0.27757,0.20337,1.48739,3.84356,1.48703,8.50255e-05,8.50255e-05,8.50255e-05
192,1478.75,0.43586,0.41081,0.88217,0.44037,0.22276,0.2511,0.18289,1.49894,3.85977,1.50294,7.7952e-05,7.7952e-05,7.7952e-05
193,1484.35,0.42536,0.39301,0.9033,0.42609,0.22841,0.24567,0.17442,1.4889,3.92511,1.4814,7.08784e-05,7.08784e-05,7.08784e-05
194,1489.9,0.41978,0.36941,0.89791,0.41386,0.22841,0.23896,0.17669,1.4723,3.84476,1.47012,6.38049e-05,6.38049e-05,6.38049e-05
195,1495.54,0.38713,0.35065,0.86303,0.49037,0.24993,0.27339,0.18296,1.42422,3.75487,1.45137,5.67313e-05,5.67313e-05,5.67313e-05
196,1501.13,0.40339,0.35724,0.89736,0.51228,0.25558,0.28525,0.19076,1.33177,3.79546,1.39767,4.96578e-05,4.96578e-05,4.96578e-05
197,1506.84,0.38829,0.34455,0.87808,0.42103,0.27146,0.28814,0.19294,1.32643,3.8454,1.38061,4.25842e-05,4.25842e-05,4.25842e-05
198,1512.45,0.39929,0.33623,0.86523,0.52454,0.24993,0.2841,0.19074,1.37194,3.77833,1.40131,3.55107e-05,3.55107e-05,3.55107e-05
199,1518.09,0.39667,0.35709,0.87694,0.4677,0.26297,0.28461,0.1909,1.38674,3.76322,1.40011,2.84371e-05,2.84371e-05,2.84371e-05
200,1523.73,0.39498,0.34939,0.87971,0.42465,0.25451,0.28418,0.19073,1.40201,3.73181,1.40959,2.13636e-05,2.13636e-05,2.13636e-05
